title,type,year,rating,imdb_score,rotten_score,decade,imdb_bucket,genres_Action_Adventure,genres_Animation,genres_Biography,genres_Children,genres_Comedy,genres_Crime,genres_Cult,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Food,genres_Game Show,genres_History,genres_Horror,genres_Independent,genres_LGBTQ,genres_Musical,genres_Mystery,genres_Reality,genres_Romance,genres_Science_Fiction,genres_Sport,genres_Stand_up_Talk,genres_Thriller,genres_Travel,platforms_acorntv,platforms_amazon_prime,platforms_cinemax,platforms_epix,platforms_fandor,platforms_free,platforms_fubo_tv,platforms_hbo,platforms_hbo_max,platforms_hoopla,platforms_hulu_plus,platforms_kanopy,platforms_netflix,platforms_shoutfactorytv,platforms_sundancenow,platforms_syfy_tveverywhere,platforms_tlc_go,platforms_viceland_tve,genre,platform
Jetsons: The Movie,,1990,G/TV-G,5.6,27.0,1990-1999,5.01-6.00,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Comedy', 'genres_Family', 'genres_Musical', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
Muhammad Ali's Greatest Fight,,2013,,6.8,38.0,2010-2019,6.01-7.00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Documentary', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
The Great White Hype,,1996,R/TV-MA,5.5,45.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
The Silent Valley,TV,2016,R/TV-MA,6.7,,2010-2019,6.01-7.00,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Drama', 'genres_LGBTQ', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Alpha and Omega,,2010,PG/TV-PG,5.2,16.0,2010-2019,5.01-6.00,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Comedy', 'genres_Family', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
John McCain: For Whom the Bell Tolls,,2018,PG/TV-PG,7.3,92.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Magic & Bird: A Courtship of Rivals,,2010,PG/TV-PG,8.3,,2010-2019,8.01-8.50,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Documentary', 'genres_Drama', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
My Favorite Shapes by Julio Torres,,2019,PG-13/TV-14,6.4,100.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Stand_up_Talk']",['platforms_hbo']
The Pact,TV,2015,,7.4,,2010-2019,7.01-7.50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Pact,TV,2015,,7.4,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Horror', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Pact,,2018,PG-13/TV-14,5.3,,2010-2019,5.01-6.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Pact,,2018,PG-13/TV-14,5.3,,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Horror', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Tracey Ullman's Show,TV,2016,R/TV-MA,7.0,95.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Stand_up_Talk']","['platforms_hbo', 'platforms_hbo_max']"
Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team,,2002,,8.6,,2000-2009,8.51-9.00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_History', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
The Silences,,2019,PG-13/TV-14,6.7,78.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Path to War,,2003,PG-13/TV-14,7.3,,2000-2009,7.01-7.50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
Fame,,2009,PG/TV-PG,5.1,24.0,2000-2009,5.01-6.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Musical', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Clifford,,1994,PG/TV-PG,5.5,10.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
Fathers' Day,,1997,PG-13/TV-14,5.3,25.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Family', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
LUV,,2013,R/TV-MA,6.0,34.0,2010-2019,5.01-6.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
United Skates,,2018,PG-13/TV-14,6.8,100.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Salinger,,2013,PG-13/TV-14,6.7,36.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Fugitives,TV,2011,R/TV-MA,8.1,,2010-2019,8.01-8.50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Bleed Out,,2018,PG/TV-PG,8.4,,2010-2019,8.01-8.50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Drama', 'genres_Romance', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Clockstoppers,,2002,PG/TV-PG,5.2,29.0,2000-2009,5.01-6.00,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Children', 'genres_Comedy', 'genres_Family', 'genres_Fantasy', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Arizona,,2018,R/TV-MA,5.7,42.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Magnifica 70,TV,2015,PG-13/TV-14,7.8,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Metro,,1997,R/TV-MA,5.5,15.0,1990-1999,5.01-6.00,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
"I Love You, Now Die: The Commonwealth v. Michelle Carter",,2019,PG-13/TV-14,7.5,,2010-2019,7.01-7.50,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
The Beautician and the Beast,,1997,PG/TV-PG,5.4,18.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Wig,,2019,R/TV-MA,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_LGBTQ']","['platforms_hbo', 'platforms_hbo_max']"
The Out List,,2013,PG/TV-PG,7.1,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_LGBTQ']","['platforms_hbo', 'platforms_hbo_max']"
"Diana, Our Mother: Her Life and Legacy",,2017,G/TV-G,7.5,92.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Justin Bieber's Believe,,2013,PG/TV-PG,1.7,53.0,2010-2019,0-5.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
Real Sports with Bryant Gumbel,TV,1995,PG/TV-PG,7.2,,1990-1999,7.01-7.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Sport'],"['platforms_hbo', 'platforms_hbo_max']"
Arliss,TV,1996,,7.0,,1990-1999,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hulu_plus']"
The Beverly Hillbillies,,1993,PG/TV-PG,5.0,22.0,1990-1999,0-5.00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
Betsy's Wedding,,1990,R/TV-MA,5.6,50.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Alternate Endings: Six New Ways to Die in America,,2019,PG/TV-PG,7.3,100.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Saturn 3,,1980,R/TV-MA,5.2,25.0,1980-1989,5.01-6.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"['genres_Action_Adventure', 'genres_Horror', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_cinemax', 'platforms_hbo', 'platforms_hbo_max', 'platforms_shoutfactorytv']"
Tarzan,,2013,G/TV-G,4.8,20.0,2010-2019,0-5.00,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Drama', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
The Memory of Justice,,1976,PG/TV-PG,8.4,,1970-1979,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Documentary'],['platforms_hbo']
Everyday People,,2004,R/TV-MA,6.4,67.0,2000-2009,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Independent']","['platforms_hbo', 'platforms_hbo_max']"
Who Killed Garrett Phillips?,,2019,R/TV-MA,7.4,,2010-2019,7.01-7.50,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary']","['platforms_hbo', 'platforms_hbo_max']"
Warm Springs,,2005,PG/TV-PG,7.5,,2000-2009,7.01-7.50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Man of the House,,1995,PG/TV-PG,5.2,14.0,1990-1999,5.01-6.00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
In Pursuit of Honor,,1995,PG-13/TV-14,7.2,,1990-1999,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Ernie & Joe,,2019,R/TV-MA,7.4,91.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Dunston Checks In,,1996,PG/TV-PG,5.4,12.0,1990-1999,5.01-6.00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
The Big Green,,1995,PG/TV-PG,5.6,,1990-1999,5.01-6.00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Family', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
Larry Kramer In Love & Anger,,2015,,7.7,,2010-2019,7.51-8.00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Documentary', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
Hackerville,TV,2018,PG-13/TV-14,7.4,,2010-2019,7.01-7.50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Drama', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Rapture-Palooza,,2013,R/TV-MA,5.2,25.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Fantasy', 'genres_Horror']","['platforms_hbo', 'platforms_hbo_max']"
"Yvonne Orji: Momma, I Made It!",,2020,,,,2020-2029,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
The Newspaperman: The Life and Times of Ben Bradlee,,2017,PG-13/TV-14,7.3,94.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Walkout,,2006,PG-13/TV-14,6.8,,2000-2009,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Epitaphs,TV,2004,R/TV-MA,7.9,,2000-2009,7.51-8.00,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Drama', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
A Dangerous Son,,2018,PG-13/TV-14,6.5,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
The Cheshire Murders,,2013,R/TV-MA,6.7,,2010-2019,6.01-7.00,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
Max Keeble's Big Move,,2001,G/TV-G,5.4,29.0,2000-2009,5.01-6.00,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
The Tickle King,,2017,R/TV-MA,7.2,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Documentary'],['platforms_hbo']
"Lewis Black: Red, White & Screwed",,2006,R/TV-MA,7.8,,2000-2009,7.51-8.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Head Full of Honey,,2014,,6.6,,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
Head Full of Honey,,2014,,6.6,,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Head Full of Honey,,2018,PG-13/TV-14,4.6,,2010-2019,0-5.00,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
Head Full of Honey,,2018,PG-13/TV-14,4.6,,2010-2019,0-5.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Ellen DeGeneres: The Beginning,,2000,PG-13/TV-14,7.6,,2000-2009,7.51-8.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Funny or Die Presents,TV,2010,R/TV-MA,5.6,100.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_amazon_prime', 'platforms_hbo', 'platforms_hbo_max']"
Agnelli,,2017,PG-13/TV-14,7.5,,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Mandrake,TV,2005,,7.9,,2000-2009,7.51-8.00,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Drama']",['platforms_hbo']
Cast a Deadly Spell,,1991,R/TV-MA,6.5,,1990-1999,6.01-7.00,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Fantasy', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Filly Brown,,2013,R/TV-MA,5.7,42.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Big Top Pee-wee,,1988,PG/TV-PG,5.1,35.0,1980-1989,5.01-6.00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Family', 'genres_Romance']",['platforms_hbo']
The Teenage Psychic,TV,2017,,7.6,,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Fantasy', 'genres_Mystery', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
When Shall We Kiss?,TV,2011,,7.9,,2010-2019,7.51-8.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
