title,type,year,rating,imdb_score,rotten_score,decade,imdb_bucket,genres_Action_Adventure,genres_Animation,genres_Biography,genres_Children,genres_Comedy,genres_Crime,genres_Cult,genres_Documentary,genres_Drama,genres_Family,genres_Fantasy,genres_Food,genres_Game Show,genres_History,genres_Horror,genres_Independent,genres_LGBTQ,genres_Musical,genres_Mystery,genres_Reality,genres_Romance,genres_Science_Fiction,genres_Sport,genres_Stand_up_Talk,genres_Thriller,genres_Travel,platforms_acorntv,platforms_amazon_prime,platforms_cinemax,platforms_epix,platforms_fandor,platforms_free,platforms_fubo_tv,platforms_hbo,platforms_hbo_max,platforms_hoopla,platforms_hulu_plus,platforms_kanopy,platforms_netflix,platforms_shoutfactorytv,platforms_sundancenow,platforms_syfy_tveverywhere,platforms_tlc_go,platforms_viceland_tve,genre,platform
Bury My Heart at Wounded Knee,,2007,PG-13/TV-14,7.1,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
Almost Heroes,,1998,PG-13/TV-14,5.9,8.0,1990-1999,5.01-6.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy']","['platforms_hbo', 'platforms_hbo_max']"
Cinema Verite,,2011,PG-13/TV-14,6.5,61.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Overnight Delivery,,1998,PG-13/TV-14,6.1,43.0,1990-1999,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Traffic Stop,,2017,PG-13/TV-14,5.3,100.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
The Odd Couple II,,1998,PG-13/TV-14,6.5,27.0,1990-1999,6.01-7.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy']","['platforms_hbo', 'platforms_hbo_max']"
Everyone's Hero,,2006,G/TV-G,5.7,42.0,2000-2009,5.01-6.00,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Comedy', 'genres_Family', 'genres_Sport']","['platforms_hbo', 'platforms_hbo_max']"
Three to Tango,,1999,PG-13/TV-14,6.0,28.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
54,,1998,R/TV-MA,5.9,17.0,1990-1999,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Journeys with George,,2002,,6.8,82.0,2000-2009,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Fahrenheit 451,,2018,PG-13/TV-14,4.9,33.0,2010-2019,0-5.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Alvin and the Chipmunks: Chipwrecked,,2011,G/TV-G,4.3,12.0,2010-2019,0-5.00,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Animation', 'genres_Comedy', 'genres_Family', 'genres_Fantasy', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
Martin Lawrence: You So Crazy,,1994,,6.7,50.0,1990-1999,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Amy Schumer: Live at the Apollo,,2015,R/TV-MA,5.6,90.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Drew Michael,,2018,R/TV-MA,5.4,100.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Comedy'],['platforms_hbo']
Pulling Strings,,2013,PG/TV-PG,6.0,58.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
LOL,,2012,PG-13/TV-14,4.4,17.0,2010-2019,0-5.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hoopla']"
The Flintstones,,1994,PG/TV-PG,4.9,22.0,1990-1999,0-5.00,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Family', 'genres_Fantasy']","['platforms_hbo', 'platforms_hbo_max']"
The Bronze Garden,TV,2017,R/TV-MA,8.0,,2010-2019,7.51-8.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Red Planet,,2000,PG-13/TV-14,5.7,14.0,2000-2009,5.01-6.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Real Sex,TV,1992,R/TV-MA,6.7,,1990-1999,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Documentary'],['platforms_hbo']
Dane Cook: Vicious Circle,,2006,R/TV-MA,6.7,,2000-2009,6.01-7.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Mr. Wonderful,,1993,PG-13/TV-14,5.9,52.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Blinded by the Lights,TV,2018,,7.8,,2010-2019,7.51-8.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Casual Vacancy,TV,2015,,6.6,58.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Drama'],"['platforms_hbo', 'platforms_hbo_max']"
Season of the Witch,,2011,PG-13/TV-14,5.4,11.0,2010-2019,5.01-6.00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Fantasy']","['platforms_hbo', 'platforms_hbo_max']"
The Woman in Red,,1984,PG-13/TV-14,6.0,35.0,1980-1989,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']",['platforms_hbo']
Elvis Presley: The Searcher,,2018,PG/TV-PG,7.7,96.0,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
The Pentagon Wars,,1998,R/TV-MA,7.3,,1990-1999,7.01-7.50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
The No. 1 Ladies' Detective Agency,TV,2009,PG/TV-PG,8.2,,2000-2009,8.01-8.50,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
"Welcome Home, Roxy Carmichael",,1990,PG-13/TV-14,5.9,44.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Independent']","['platforms_hbo', 'platforms_hbo_max']"
A Price Above Rubies,,1998,R/TV-MA,6.5,57.0,1990-1999,6.01-7.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Independent', 'genres_Romance']","['platforms_hbo', 'platforms_hoopla']"
A Girl in the River: The Price of Forgiveness,,2015,PG/TV-PG,7.9,,2010-2019,7.51-8.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Leaving Neverland,,2019,R/TV-MA,7.0,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Meet the Donors: Does Money Talk?,,2016,,6.4,80.0,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Mike Tyson: Undisputed Truth,,2013,R/TV-MA,7.4,,2010-2019,7.01-7.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']","['platforms_hbo', 'platforms_hbo_max']"
Wedding Daze,,2006,R/TV-MA,5.6,33.0,2000-2009,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Romance']",['platforms_hbo']
There's Something Wrong with Aunt Diane,,2011,R/TV-MA,6.7,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Phil Spector,,2013,R/TV-MA,6.2,50.0,2010-2019,6.01-7.00,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Billy Crystal: 700 Sundays,,2014,R/TV-MA,8.4,,2010-2019,8.01-8.50,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Comedy', 'genres_Drama']",['platforms_hbo']
When Trumpets Fade,,1998,R/TV-MA,7.1,,1990-1999,7.01-7.50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Carrie Fisher: Wishful Drinking,,2010,R/TV-MA,7.6,,2010-2019,7.51-8.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']","['platforms_hbo', 'platforms_hbo_max']"
Empire Falls,TV,2005,PG-13/TV-14,7.3,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Romance']",['platforms_hbo']
Empire Falls,,2005,PG-13/TV-14,7.3,,2000-2009,7.01-7.50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Doll & Em,TV,2014,,6.5,62.0,2010-2019,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['genres_Comedy'],['platforms_hbo']
Becoming Mike Nichols,,2016,PG-13/TV-14,7.1,70.0,2010-2019,7.01-7.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
We Stand Alone Together,,2001,PG/TV-PG,8.6,,2000-2009,8.51-9.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Documentary'],"['platforms_hbo', 'platforms_hbo_max']"
Lucy in the Sky,,2019,R/TV-MA,4.7,21.0,2010-2019,0-5.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
Beverly Hills Chihuahua,,2008,PG/TV-PG,3.8,41.0,2000-2009,0-5.00,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Drama', 'genres_Family', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Big Momma's House 2,,2006,PG-13/TV-14,4.7,6.0,2000-2009,0-5.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Crime']",['platforms_hbo']
2 Dope Queens,TV,2018,PG-13/TV-14,5.5,94.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Stand_up_Talk']","['platforms_hbo', 'platforms_hbo_max']"
Kingdom Come,,2001,PG/TV-PG,5.6,28.0,2000-2009,5.01-6.00,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Drama', 'genres_Family', 'genres_Musical']","['platforms_hbo', 'platforms_hbo_max']"
As You Like It,,2006,PG/TV-PG,6.2,36.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max']"
Random Acts of Flyness,TV,2018,R/TV-MA,6.3,100.0,2010-2019,6.01-7.00,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Animation', 'genres_Comedy', 'genres_Documentary', 'genres_Drama']",['platforms_hbo']
The Zen Diaries of Garry Shandling,,2018,PG-13/TV-14,8.4,,2010-2019,8.01-8.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Documentary', 'genres_Stand_up_Talk']","['platforms_hbo', 'platforms_hbo_max']"
Mobsters,,1991,R/TV-MA,6.0,6.0,1990-1999,5.01-6.00,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Into the Storm,,2009,PG/TV-PG,7.1,,2000-2009,7.01-7.50,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Biography', 'genres_Drama', 'genres_History']","['platforms_hbo', 'platforms_hbo_max']"
Sr. Ávila,TV,2013,R/TV-MA,8.3,,2010-2019,8.01-8.50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Drama', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Jim Jefferies: I Swear to God,,2009,R/TV-MA,8.2,,2000-2009,8.01-8.50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Stand_up_Talk']",['platforms_hbo']
Ferrell Takes the Field,,2015,PG-13/TV-14,5.8,71.0,2010-2019,5.01-6.00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Documentary', 'genres_Sport']",['platforms_hbo']
Switch,,1991,R/TV-MA,5.8,32.0,1990-1999,5.01-6.00,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Fantasy']","['platforms_hbo', 'platforms_hbo_max']"
Hard,TV,2020,R/TV-MA,6.2,,2020-2029,6.01-7.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,['genres_Comedy'],"['platforms_hbo', 'platforms_hbo_max']"
Bordertown,,2007,R/TV-MA,6.1,,2000-2009,6.01-7.00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Skulls,,2000,PG-13/TV-14,5.6,9.0,2000-2009,5.01-6.00,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Crime', 'genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Saving Face,,2012,,8.0,,2010-2019,7.51-8.00,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Crime', 'genres_Documentary', 'genres_Drama']","['platforms_hbo', 'platforms_hbo_max']"
Indictment: The McMartin Trial,,1995,R/TV-MA,7.6,,1990-1999,7.51-8.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
The Thing About My Folks,,2005,PG-13/TV-14,6.5,45.0,2000-2009,6.01-7.00,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Family']","['platforms_hbo', 'platforms_hbo_max']"
Holy Rollers,,2010,R/TV-MA,5.9,52.0,2010-2019,5.01-6.00,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,"['genres_Biography', 'genres_Crime', 'genres_Drama', 'genres_History']","['platforms_free', 'platforms_hbo', 'platforms_hbo_max', 'platforms_kanopy', 'platforms_shoutfactorytv']"
Folklore,TV,2018,,5.7,88.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Horror', 'genres_Mystery']","['platforms_hbo', 'platforms_hbo_max']"
Three Fugitives,,1989,PG-13/TV-14,6.2,14.0,1980-1989,6.01-7.00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy']","['platforms_hbo', 'platforms_hbo_max']"
Halfworlds,TV,2015,,6.2,,2010-2019,6.01-7.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Fantasy', 'genres_Horror', 'genres_Mystery', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Boys and Girls,,2000,PG-13/TV-14,5.4,11.0,2000-2009,5.01-6.00,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"['genres_Comedy', 'genres_Drama', 'genres_Romance']","['platforms_hbo', 'platforms_hbo_max', 'platforms_hoopla']"
Incarnate,,2016,PG-13/TV-14,5.3,18.0,2010-2019,5.01-6.00,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Drama', 'genres_Fantasy', 'genres_Horror', 'genres_Mystery', 'genres_Science_Fiction', 'genres_Thriller']","['platforms_hbo', 'platforms_hbo_max']"
Black Knight,,2001,PG-13/TV-14,4.9,14.0,2000-2009,0-5.00,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Fantasy']","['platforms_hbo', 'platforms_hbo_max']"
Underdog,,2007,PG/TV-PG,4.7,14.0,2000-2009,0-5.00,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['genres_Action_Adventure', 'genres_Comedy', 'genres_Family', 'genres_Fantasy', 'genres_Science_Fiction']","['platforms_hbo', 'platforms_hbo_max']"
